"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
8,1501041054,1501041054,"2017-07-25",6.929310276499148E+17,"Organic Search","Not Socially Engaged",1,0
1,1500161690,1500161690,"2017-07-15",5.55040336582344E+16,"Organic Search","Not Socially Engaged",1,0
3,1501440438,1501440438,"2017-07-30",9.111260541712908E+17,"Organic Search","Not Socially Engaged",1,0
1,1498010905,1498010905,"2017-06-20",3.431226294462391E+18,"Organic Search","Not Socially Engaged",1,0
1,1495031171,1495031171,"2017-05-17",2.0372758031324854E+17,"Organic Search","Not Socially Engaged",1,0
2,1500968755,1500968755,"2017-07-25",5.279363362566565E+18,"Paid Search","Not Socially Engaged",1,0
1,1497740221,1497740221,"2017-06-17",7.387523904099948E+17,"Organic Search","Not Socially Engaged",1,0
2,1497888524,1497888524,"2017-06-19",6.138332115298445E+17,"Organic Search","Not Socially Engaged",1,0
1,1494943434,1494943434,"2017-05-16",6.84452942454297E+18,"Organic Search","Not Socially Engaged",2,0
2,1498654304,1498654304,"2017-06-28",4.104101001746815E+17,"Affiliates","Not Socially Engaged",2,0
1,1494898680,1494898680,"2017-05-15",2.1235997839471798E+18,"Direct","Not Socially Engaged",2,0
1,1500987315,1500987315,"2017-07-25",6.800766527238675E+18,"Organic Search","Not Socially Engaged",2,0
2,1499304737,1499304737,"2017-07-05",9.470272975092826E+18,"Organic Search","Not Socially Engaged",2,0
1,1495352408,1495352408,"2017-05-21",6.529157952141501E+18,"Direct","Not Socially Engaged",1,6990000
6,1499054935,1499054935,"2017-07-02",7.176731308411241E+18,"Display","Not Socially Engaged",1,20990000
10,1500441893,1500441893,"2017-07-18",2.1944833963240302E+18,"Referral","Not Socially Engaged",1,0
3,1500836228,1500836228,"2017-07-23",2.0735656464601705E+18,"Organic Search","Not Socially Engaged",2,0
3,1496423104,1496423104,"2017-06-02",5.251862372013389E+18,"Referral","Not Socially Engaged",1,16990000
1,1500507302,1500507302,"2017-07-19",9.055986387559797E+18,"Organic Search","Not Socially Engaged",3,0
1,1499656608,1499656608,"2017-07-09",9.947657716229714E+18,"Organic Search","Not Socially Engaged",3,0
1,1500983389,1500983389,"2017-07-25",3.6182165037832566E+18,"Direct","Not Socially Engaged",3,0
395,1500835808,1500835808,"2017-07-23",3.37444713030053E+18,"Organic Search","Not Socially Engaged",4,0
1,1500929722,1500929722,"2017-07-24",2.5873485347760266E+18,"Organic Search","Not Socially Engaged",4,0
1,1497868660,1497868660,"2017-06-19",5.621841704656937E+18,"Direct","Not Socially Engaged",4,0
1,1495357309,1495357309,"2017-05-21",2.7429700214313405E+18,"Direct","Not Socially Engaged",6,6990000
1,1495868715,1495868715,"2017-05-27",9.105274826215195E+18,"Direct","Not Socially Engaged",7,6990000
65,1494945135,1494945135,"2017-05-16",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
63,1494767273,1494767273,"2017-05-14",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497505994,1497505994,"2017-06-14",7.954960971945356E+18,"Social","Not Socially Engaged",1,0
1,1497551785,1497551785,"2017-06-15",6.067267414309517E+18,"Social","Not Socially Engaged",1,0
1,1497462238,1497462238,"2017-06-14",6.177665888456146E+18,"Social","Not Socially Engaged",1,0
1,1497518983,1497518983,"2017-06-15",8.289889015995129E+18,"Social","Not Socially Engaged",1,0
1,1497526022,1497526022,"2017-06-15",4.387024787476406E+18,"Social","Not Socially Engaged",1,0
1,1497456873,1497456873,"2017-06-14",6.969576101575907E+18,"Social","Not Socially Engaged",1,0
1,1497471515,1497471515,"2017-06-14",5.368085699947249E+18,"Social","Not Socially Engaged",1,0
1,1497493451,1497493451,"2017-06-14",7.039174559981293E+18,"Social","Not Socially Engaged",1,0
1,1495857141,1495857141,"2017-05-26",7.305789190942102E+18,"Social","Not Socially Engaged",1,0
1,1500120988,1500120988,"2017-07-15",9.90834959192374E+18,"Social","Not Socially Engaged",2,0
1,1501120388,1501120388,"2017-07-26",3.4724898278505523E+18,"Direct","Not Socially Engaged",1,0
3,1496087216,1496087216,"2017-05-29",2.182426598098597E+18,"Organic Search","Not Socially Engaged",1,0
4,1497902648,1497902648,"2017-06-19",9.839986196824973E+18,"Referral","Not Socially Engaged",1,0
1,1500141363,1500141363,"2017-07-15",4.950125436531374E+18,"Organic Search","Not Socially Engaged",1,0
94,1501532587,1501532587,"2017-07-31",6.036794406403794E+18,"Organic Search","Not Socially Engaged",1,0
4,1500298833,1500298833,"2017-07-17",9.57309643785473E+17,"Organic Search","Not Socially Engaged",1,0
1,1500301966,1500301966,"2017-07-17",5.134880909982098E+18,"Organic Search","Not Socially Engaged",1,0
1,1501517187,1501517187,"2017-07-31",5.682389855365573E+18,"Organic Search","Not Socially Engaged",1,0
1,1501462340,1501462340,"2017-07-30",8.731174982009565E+17,"Organic Search","Not Socially Engaged",1,0
13,1497462916,1497462916,"2017-06-14",7.231020839457531E+18,"Organic Search","Not Socially Engaged",1,0
1,1501536986,1501536986,"2017-07-31",7.607077313241217E+18,"Direct","Not Socially Engaged",1,0
9,1500773750,1500773750,"2017-07-22",9.311152433267747E+18,"Organic Search","Not Socially Engaged",1,0
2,1501508128,1501508128,"2017-07-31",6.853378206320896E+18,"Organic Search","Not Socially Engaged",1,0
2,1501526666,1501526666,"2017-07-31",6.355058844586949E+18,"Organic Search","Not Socially Engaged",1,0
1,1501479098,1501479098,"2017-07-30",5.267261723282838E+18,"Direct","Not Socially Engaged",1,0
3,1494874375,1494874375,"2017-05-15",7.356808745722424E+18,"Organic Search","Not Socially Engaged",1,0
1,1494905317,1494905317,"2017-05-15",1.8177111408340434E+18,"Organic Search","Not Socially Engaged",1,0
2,1494953350,1494953350,"2017-05-16",5.319992606819948E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950210,1494950210,"2017-05-16",6.520145255163929E+18,"Organic Search","Not Socially Engaged",1,0
2,1494959370,1494959370,"2017-05-16",5.914563242509482E+18,"Organic Search","Not Socially Engaged",1,0
1,1494912685,1494912685,"2017-05-15",9.547315266132888E+18,"Direct","Not Socially Engaged",1,0
1,1494948253,1494948253,"2017-05-16",2.658582756653138E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880388,1494880388,"2017-05-15",7.6710793463129E+17,"Organic Search","Not Socially Engaged",1,0
2,1494878670,1494878670,"2017-05-15",1.1467652844304271E+18,"Organic Search","Not Socially Engaged",1,0
2,1494955706,1494955706,"2017-05-16",3.2884774920764534E+18,"Organic Search","Not Socially Engaged",1,0
1,1494907975,1494907975,"2017-05-15",7.163475945112319E+18,"Direct","Not Socially Engaged",1,0
1,1494959043,1494959043,"2017-05-16",3.576697864079883E+17,"Organic Search","Not Socially Engaged",1,0
1,1495032485,1495032485,"2017-05-17",6.431477555655905E+17,"Organic Search","Not Socially Engaged",1,0
2,1495037636,1495037636,"2017-05-17",6.711332814202138E+18,"Organic Search","Not Socially Engaged",1,0
2,1495035161,1495035161,"2017-05-17",1.7956734559707848E+18,"Organic Search","Not Socially Engaged",1,0
1,1495037586,1495037586,"2017-05-17",5.729717343226332E+18,"Organic Search","Not Socially Engaged",1,0
1,1501101599,1501101599,"2017-07-26",9.742709737856029E+18,"Direct","Not Socially Engaged",1,0
1,1498026208,1498026208,"2017-06-20",8.289043428586422E+18,"Organic Search","Not Socially Engaged",1,0
1,1496243069,1496243069,"2017-05-31",7.836873391924079E+18,"Organic Search","Not Socially Engaged",1,0
1,1497892399,1497892399,"2017-06-19",2.625077719502353E+18,"Organic Search","Not Socially Engaged",1,0
2,1499368907,1499368907,"2017-07-06",5.7452957326158157E+17,"Paid Search","Not Socially Engaged",1,0
1,1496176863,1496176863,"2017-05-30",8.518708228938486E+18,"Referral","Not Socially Engaged",2,0
1,1501092153,1501092153,"2017-07-26",7.126043420803513E+18,"Referral","Not Socially Engaged",2,0
1,1501256940,1501256940,"2017-07-28",1.5172158385295283E+18,"Direct","Not Socially Engaged",2,0
1,1496670722,1496670722,"2017-06-05",4.1381960814704686E+18,"Organic Search","Not Socially Engaged",2,0
1,1501090097,1501090097,"2017-07-26",8.947650911711254E+17,"Organic Search","Not Socially Engaged",1,0
1,1494873638,1494873638,"2017-05-15",7.876233294470888E+18,"Organic Search","Not Socially Engaged",2,0
1,1500481798,1500481798,"2017-07-19",1.5179332869654787E+18,"Display","Not Socially Engaged",3,0
1,1498744632,1498744632,"2017-06-29",2.1643847134002191E+18,"Direct","Not Socially Engaged",3,0
2,1500530513,1500530513,"2017-07-19",6.321092804966419E+18,"Referral","Not Socially Engaged",2,18000000
1,1495518064,1495518064,"2017-05-22",8.751191037602963E+18,"Organic Search","Not Socially Engaged",3,0
1,1501160388,1501160388,"2017-07-27",9.288946546612015E+17,"Direct","Not Socially Engaged",4,0
1,1501121850,1501121850,"2017-07-26",7.375652979473583E+18,"Referral","Not Socially Engaged",3,59990000
1,1501057253,1501057253,"2017-07-26",9.40396657641423E+18,"Referral","Not Socially Engaged",4,0
1,1501430994,1501430994,"2017-07-30",1.6362054213977298E+18,"Organic Search","Not Socially Engaged",5,0
4,1500580546,1500580546,"2017-07-20",1.2575963577676485E+17,"Referral","Not Socially Engaged",6,8390000
1,1495314790,1495314790,"2017-05-20",8.350020833402888E+18,"Direct","Not Socially Engaged",9,6990000
1,1495867963,1495867963,"2017-05-26",5.6739919814928563E+17,"Direct","Not Socially Engaged",12,20970000
1,1495502239,1495502239,"2017-05-22",5.600869523744324E+17,"Social","Not Socially Engaged",1,0
1,1497537424,1497537424,"2017-06-15",9.792228752697158E+18,"Social","Not Socially Engaged",1,0
1,1497540981,1497540981,"2017-06-15",1.1399046328950081E+18,"Social","Not Socially Engaged",1,0
1,1497458395,1497458395,"2017-06-14",9.645858270206876E+18,"Social","Not Socially Engaged",1,0
1,1497510239,1497510239,"2017-06-15",3.499874532523643E+18,"Social","Not Socially Engaged",1,0
1,1498771544,1498771544,"2017-06-29",8.514542192880463E+18,"Direct","Not Socially Engaged",1,0
1,1495426828,1495426828,"2017-05-21",9.518058424957583E+18,"Direct","Not Socially Engaged",1,0
1,1495987709,1495987709,"2017-05-28",3.291450067154559E+18,"Direct","Not Socially Engaged",1,0
1,1501081270,1501081270,"2017-07-26",7.614137034130242E+18,"Organic Search","Not Socially Engaged",1,0
1,1501360113,1501360113,"2017-07-29",5.5771167923082125E+17,"Organic Search","Not Socially Engaged",1,0
3,1500961980,1500961980,"2017-07-24",7.094358920568397E+18,"Paid Search","Not Socially Engaged",1,0
3,1501600162,1501600162,"2017-08-01",2.87066209765647E+18,"Organic Search","Not Socially Engaged",1,0
3,1499897774,1499897774,"2017-07-12",5.753687412615654E+18,"Referral","Not Socially Engaged",1,0
1,1496685244,1496685244,"2017-06-05",8.055637017017867E+18,"Direct","Not Socially Engaged",1,0
5,1497905631,1497905631,"2017-06-19",9.839986196824973E+18,"Referral","Not Socially Engaged",1,0
1,1499597342,1499597342,"2017-07-09",6.228280709607431E+18,"Organic Search","Not Socially Engaged",1,0
1,1498902526,1498902526,"2017-07-01",2.337897181131298E+18,"Organic Search","Not Socially Engaged",1,0
3,1495659408,1495659408,"2017-05-24",4.77801848088142E+18,"Referral","Not Socially Engaged",1,0
1,1496453155,1496453155,"2017-06-02",5.827831538993437E+18,"Organic Search","Not Socially Engaged",1,0
1,1501651228,1501651228,"2017-08-01",2.0782761331223747E+17,"Organic Search","Not Socially Engaged",1,0
1,1500446586,1500446586,"2017-07-18",2.058677960783417E+17,"Organic Search","Not Socially Engaged",1,0
1,1501141969,1501141969,"2017-07-27",9.826207479567313E+18,"Direct","Not Socially Engaged",1,0
1,1494878114,1494878114,"2017-05-15",2.2766031950905992E+18,"Organic Search","Not Socially Engaged",1,0
17,1497917570,1497917570,"2017-06-19",7.231020839457531E+18,"Organic Search","Not Socially Engaged",1,0
1,1500927071,1500927071,"2017-07-24",9.639506696311114E+18,"Direct","Not Socially Engaged",1,0
1,1501485494,1501485494,"2017-07-31",7.354527746332524E+18,"Organic Search","Not Socially Engaged",1,0
3,1497993216,1497993216,"2017-06-20",9.142153514751158E+17,"Referral","Not Socially Engaged",1,0
3,1497298139,1497298139,"2017-06-12",1.7139367075850977E+18,"Organic Search","Not Socially Engaged",1,0
2,1497127521,1497127521,"2017-06-10",4.1031168750702054E+18,"Organic Search","Not Socially Engaged",1,0
3,1500978049,1500978049,"2017-07-25",9.461427731756436E+17,"Direct","Not Socially Engaged",1,0
1,1494516209,1494516209,"2017-05-11",8.252343475024251E+18,"Direct","Not Socially Engaged",1,0
1,1494958664,1494958664,"2017-05-16",9.616122868572322E+18,"Organic Search","Not Socially Engaged",1,0
1,1494990437,1494990437,"2017-05-16",4.805889639953155E+17,"Direct","Not Socially Engaged",1,0
1,1494998635,1494998635,"2017-05-16",9.536891029271722E+17,"Direct","Not Socially Engaged",1,0
1,1494958902,1494958902,"2017-05-16",1.7413679813053834E+17,"Organic Search","Not Socially Engaged",1,0
6,1494971348,1494971348,"2017-05-16",7.005145767314377E+18,"Organic Search","Not Socially Engaged",1,0
1,1494944288,1494944288,"2017-05-16",7.450637810499814E+18,"Direct","Not Socially Engaged",1,0
2,1494874650,1494874650,"2017-05-15",3.4568125691692104E+18,"Organic Search","Not Socially Engaged",1,0
1,1494986508,1494986508,"2017-05-16",5.710039204312583E+18,"Organic Search","Not Socially Engaged",1,0
5,1494966448,1494966448,"2017-05-16",7.779994212593747E+16,"Organic Search","Not Socially Engaged",1,0
3,1494956995,1494956995,"2017-05-16",2.377955429223631E+18,"Organic Search","Not Socially Engaged",1,0
3,1494963592,1494963592,"2017-05-16",4.41804312281569E+18,"Organic Search","Not Socially Engaged",1,0
1,1494946257,1494946257,"2017-05-16",1.5272246735555912E+18,"Organic Search","Not Socially Engaged",1,0
1,1494992965,1494992965,"2017-05-16",8.033967618051494E+17,"Organic Search","Not Socially Engaged",1,0
2,1494950601,1494950601,"2017-05-16",5.399360287687849E+18,"Organic Search","Not Socially Engaged",1,0
1,1494959822,1494959822,"2017-05-16",4.979450805212023E+18,"Organic Search","Not Socially Engaged",1,0
1,1500411407,1500411407,"2017-07-18",3.3462928483542323E+18,"Direct","Not Socially Engaged",1,0
2,1495040443,1495040443,"2017-05-17",5.387210197419867E+18,"Organic Search","Not Socially Engaged",1,0
2,1495051016,1495051016,"2017-05-17",3.2068438214333635E+18,"Organic Search","Not Socially Engaged",1,0
3,1500947861,1500947861,"2017-07-24",7.291215874903882E+18,"Referral","Not Socially Engaged",1,0
65,1500342701,1500342701,"2017-07-17",2.1081274673532465E+18,"Paid Search","Not Socially Engaged",1,0
1,1497961441,1497961441,"2017-06-20",4.4980008469190456E+18,"Organic Search","Not Socially Engaged",1,0
1,1498062741,1498062741,"2017-06-21",7.752512142209053E+16,"Organic Search","Not Socially Engaged",1,0
1,1499476811,1499476811,"2017-07-07",5.078486846696604E+18,"Organic Search","Not Socially Engaged",1,0
1,1498087487,1498087487,"2017-06-21",9.625001961309356E+18,"Direct","Not Socially Engaged",1,0
2,1500752590,1500752590,"2017-07-22",7.531147367198738E+18,"Organic Search","Not Socially Engaged",1,0
2,1494309297,1494309297,"2017-05-08",9.118038057309374E+18,"Referral","Not Socially Engaged",1,0
1,1496255701,1496255701,"2017-05-31",5.949469078178137E+18,"Display","Not Socially Engaged",2,0
2,1501245947,1501245947,"2017-07-28",5.677282933003597E+18,"Referral","Not Socially Engaged",2,0
2,1495552212,1495552212,"2017-05-23",8.816747421164726E+17,"Organic Search","Not Socially Engaged",1,13290000
4,1499878650,1499878650,"2017-07-12",9.698484046972985E+18,"Direct","Not Socially Engaged",1,0
1,1501634729,1501634729,"2017-08-01",5.983268073742184E+18,"Organic Search","Not Socially Engaged",2,0
1,1496201880,1496201880,"2017-05-30",8.310015629541472E+16,"Organic Search","Not Socially Engaged",2,0
1,1501107656,1501107656,"2017-07-26",7.344077540613532E+18,"Organic Search","Not Socially Engaged",3,0
2,1501595166,1501595166,"2017-08-01",3.7726301843362214E+17,"Direct","Not Socially Engaged",3,0
1,1500465365,1500465365,"2017-07-19",1.1896146140230623E+18,"Organic Search","Not Socially Engaged",3,0
1,1500336600,1500336600,"2017-07-17",3.989539099066512E+17,"Organic Search","Not Socially Engaged",3,0
4,1494655110,1494655110,"2017-05-12",1.7093694694493655E+18,"Paid Search","Not Socially Engaged",3,13290000
1,1500515735,1500515735,"2017-07-19",7.70538225706983E+17,"Direct","Not Socially Engaged",2,329000000
1,1495346028,1495346028,"2017-05-20",1.0961099750068371E+17,"Direct","Not Socially Engaged",3,6990000
2,1498721195,1498721195,"2017-06-29",2.7047271673567237E+18,"Referral","Not Socially Engaged",5,0
2,1494546183,1494546183,"2017-05-11",2.9909663394625286E+17,"Referral","Not Socially Engaged",4,27990000
2,1498659719,1498659719,"2017-06-28",6.348704682716837E+18,"Direct","Not Socially Engaged",6,41990000
1,1498326850,1498326850,"2017-06-24",1.1986615321594885E+18,"Direct","Not Socially Engaged",6,0
1,1495352530,1495352530,"2017-05-21",5.559155583755906E+18,"Direct","Not Socially Engaged",6,6990000
1,1495867904,1495868419,"2017-05-27",8.830422246649549E+18,"Direct","Not Socially Engaged",5,6990000
1,1495385230,1495385230,"2017-05-21",2.0327018267148849E+18,"Direct","Not Socially Engaged",7,6990000
1,1496046156,1496046156,"2017-05-29",2.401944576516235E+18,"Social","Not Socially Engaged",1,0
1,1497485349,1497485349,"2017-06-14",3.011224513705095E+18,"Social","Not Socially Engaged",1,0
1,1497508412,1497508412,"2017-06-14",9.702430709116553E+18,"Social","Not Socially Engaged",1,0
1,1501449292,1501449292,"2017-07-30",7.263136576536808E+18,"Social","Not Socially Engaged",1,0
1,1501283373,1501283373,"2017-07-28",4.1681297894514816E+18,"Social","Not Socially Engaged",1,0
4,1497614363,1497614363,"2017-06-16",7.847395408087135E+17,"Organic Search","Not Socially Engaged",1,0
